age,gender,sleep_hours,daily_steps,heart_rate,calories_burned,stress_level,water_intake,exercise_minutes,wellness_score
44.0,Female,5.2,1963.0,93.0,2776.0,1.0,1.86,114.0,65.19
70.0,Other,4.2,4841.0,105.0,2250.0,10.0,0.72,24.0,21.01
26.0,Female,6.0,9076.0,52.0,1837.0,1.0,2.04,124.0,79.0
35.0,Female,7.5,14899.0,83.0,3334.0,5.0,0.7,84.0,75.23
28.0,Male,5.4,8996.0,98.0,2163.0,3.0,1.74,58.0,68.03
31.0,Female,6.9,11934.0,53.0,1454.0,4.0,1.07,106.0,67.14
69.0,Male,4.9,4202.0,79.0,1730.0,8.0,2.41,82.0,51.38
71.0,Male,6.5,17047.0,59.0,3515.0,6.0,1.56,102.0,78.41
20.0,Other,5.3,14375.0,105.0,3208.0,1.0,0.85,44.0,67.64
54.0,Female,6.7,1922.0,81.0,2862.0,1.0,2.71,50.0,72.01
31.0,Male,6.1,13030.0,82.0,3113.0,10.0,1.68,12.0,63.1
28.0,Female,5.3,3374.0,109.0,2827.0,3.0,1.8,115.0,69.0
34.0,Male,5.9,10600.0,97.0,3402.0,5.0,1.42,34.0,62.22
29.0,Male,5.6,13101.0,70.0,1619.0,8.0,2.9,17.0,58.08
45.0,Male,5.1,16755.0,88.0,1539.0,9.0,2.29,10.0,45.76
74.0,Male,8.2,2384.0,69.0,2928.0,3.0,,50.0,74.95
51.0,Female,6.3,6024.0,82.0,3522.0,3.0,0.76,63.0,76.13
59.0,Male,3.9,12798.0,99.0,2678.0,5.0,3.86,108.0,67.64
46.0,Female,6.0,5602.0,106.0,3526.0,4.0,3.49,84.0,63.38
18.0,Male,8.0,13171.0,107.0,2282.0,8.0,3.11,104.0,68.2
22.0,Female,5.8,4281.0,80.0,2883.0,8.0,1.61,0.0,46.41
33.0,Female,8.7,3948.0,103.0,2519.0,3.0,1.75,3.0,52.09
31.0,Female,5.7,10346.0,103.0,3339.0,4.0,2.38,29.0,68.65
65.0,Male,7.5,12776.0,83.0,2823.0,8.0,1.47,50.0,66.25
66.0,Female,8.1,4650.0,54.0,2364.0,6.0,1.41,9.0,42.34
66.0,Female,7.4,15882.0,58.0,1938.0,6.0,3.12,112.0,79.85
54.0,Male,5.0,15797.0,90.0,2089.0,9.0,2.06,125.0,51.2
49.0,Male,5.6,2564.0,100.0,1564.0,7.0,1.32,63.0,46.39
55.0,Male,8.3,6312.0,104.0,1739.0,7.0,2.77,104.0,58.24
41.0,Male,5.8,10542.0,66.0,2519.0,5.0,1.7,24.0,64.78
56.0,Male,8.1,9447.0,104.0,1469.0,9.0,0.71,4.0,41.77
63.0,Male,6.2,5483.0,99.0,2436.0,1.0,1.31,116.0,70.49
61.0,Male,7.0,10095.0,80.0,1492.0,1.0,1.74,105.0,80.05
52.0,Female,5.0,17374.0,73.0,1756.0,7.0,2.25,98.0,59.95
21.0,Male,6.0,6368.0,79.0,2921.0,7.0,2.22,107.0,68.13
59.0,Male,5.7,4879.0,91.0,1463.0,3.0,2.96,92.0,58.67
38.0,Female,7.1,13605.0,99.0,2140.0,7.0,1.93,104.0,72.06
60.0,Male,6.9,10787.0,61.0,1818.0,2.0,1.77,125.0,70.72
48.0,Male,7.4,12826.0,71.0,1518.0,7.0,2.97,114.0,77.01
68.0,Male,6.2,12059.0,58.0,1858.0,4.0,2.79,115.0,73.62
37.0,Male,5.6,13981.0,106.0,1646.0,6.0,1.95,60.0,65.75
71.0,Female,7.0,13451.0,75.0,1577.0,4.0,2.3,106.0,70.76
66.0,,5.5,11379.0,66.0,2863.0,8.0,1.77,31.0,64.59
36.0,Male,8.2,8835.0,63.0,1674.0,2.0,1.29,40.0,70.24
45.0,Other,6.7,8931.0,56.0,3465.0,9.0,3.64,113.0,70.29
48.0,Female,6.4,5658.0,79.0,2470.0,5.0,1.72,47.0,65.71
61.0,Male,7.4,8741.0,96.0,2297.0,3.0,2.31,108.0,72.39
57.0,Male,6.7,11364.0,70.0,3326.0,10.0,1.04,64.0,65.08
66.0,Male,4.6,13237.0,75.0,3110.0,2.0,2.62,35.0,84.45
39.0,Female,5.4,14185.0,88.0,2325.0,6.0,1.26,,53.99
46.0,Female,8.2,7534.0,72.0,3541.0,1.0,3.27,75.0,93.13
42.0,Male,6.9,13513.0,94.0,2567.0,9.0,3.36,8.0,64.06
69.0,Male,4.6,8545.0,70.0,2958.0,2.0,2.5,72.0,85.78
35.0,Male,7.3,7220.0,77.0,3533.0,3.0,2.18,13.0,71.14
51.0,Female,6.1,3949.0,108.0,2990.0,7.0,1.97,63.0,61.02
24.0,Female,5.7,5666.0,100.0,2700.0,9.0,2.07,42.0,56.11
66.0,Male,5.3,12617.0,85.0,2754.0,5.0,2.39,79.0,69.66
39.0,Female,8.1,4836.0,74.0,2838.0,3.0,2.16,109.0,79.64
37.0,Male,4.2,2492.0,109.0,3550.0,4.0,2.79,10.0,47.83
51.0,Female,5.7,5768.0,78.0,2942.0,10.0,1.46,11.0,49.85
46.0,Female,7.0,17840.0,71.0,,10.0,3.17,59.0,78.29
66.0,Male,8.9,3716.0,86.0,1448.0,2.0,1.8,98.0,69.27
48.0,Male,7.5,3614.0,76.0,3122.0,10.0,1.58,36.0,46.26
47.0,Female,5.7,7973.0,103.0,2473.0,9.0,2.35,101.0,58.24
23.0,Male,8.8,7634.0,64.0,2313.0,6.0,2.4,0.0,64.1
19.0,Female,5.0,16661.0,54.0,3457.0,3.0,0.88,38.0,70.04
40.0,Male,7.1,5194.0,76.0,1741.0,5.0,1.76,67.0,56.15
74.0,Female,7.4,8209.0,107.0,1482.0,8.0,0.7,81.0,44.21
70.0,Male,5.7,6083.0,55.0,3026.0,3.0,1.63,47.0,67.98
53.0,Male,7.7,5398.0,98.0,3433.0,4.0,1.66,114.0,66.94
53.0,Male,6.1,6617.0,52.0,3224.0,5.0,2.31,56.0,67.2
40.0,Male,7.7,5519.0,84.0,3316.0,1.0,1.55,82.0,84.33
28.0,Male,4.4,13268.0,78.0,3299.0,5.0,1.71,14.0,65.63
18.0,Female,7.2,14474.0,61.0,2908.0,2.0,3.01,120.0,86.29
,Male,6.3,4169.0,95.0,3428.0,1.0,3.54,65.0,76.81
36.0,Male,8.3,9531.0,62.0,2150.0,4.0,1.46,61.0,77.59
28.0,Male,6.7,5632.0,77.0,3038.0,8.0,2.81,35.0,65.72
32.0,Male,8.4,15775.0,84.0,1602.0,10.0,2.37,78.0,63.77
19.0,Female,7.5,2900.0,82.0,2560.0,5.0,0.88,0.0,49.12
52.0,Other,6.6,8073.0,53.0,2039.0,8.0,1.55,58.0,47.15
70.0,Male,7.8,6768.0,77.0,3465.0,3.0,0.7,101.0,84.79
57.0,Female,7.8,7306.0,89.0,2359.0,7.0,2.33,101.0,72.99
43.0,Female,7.4,,82.0,1861.0,7.0,1.35,81.0,60.42
41.0,Other,3.8,10284.0,94.0,2652.0,4.0,2.19,48.0,66.99
35.0,Male,5.5,7585.0,96.0,1570.0,5.0,3.9,68.0,68.73
26.0,Male,8.6,14773.0,62.0,1678.0,7.0,3.22,21.0,67.65
52.0,Male,5.2,14259.0,98.0,2349.0,4.0,1.56,80.0,68.3
50.0,Female,7.9,3632.0,103.0,2787.0,7.0,1.39,28.0,56.77
18.0,Female,7.7,8956.0,100.0,2680.0,,3.01,,80.23
41.0,Female,5.9,8123.0,101.0,1521.0,6.0,1.4,95.0,52.43
33.0,Male,4.2,8753.0,64.0,2895.0,1.0,2.79,15.0,73.2
27.0,Female,6.1,7061.0,89.0,1526.0,5.0,4.02,42.0,64.16
58.0,Female,9.5,15042.0,78.0,3193.0,6.0,2.57,46.0,80.78
47.0,Male,5.7,17931.0,109.0,1486.0,9.0,2.93,123.0,52.49
54.0,Female,5.8,1650.0,100.0,1458.0,4.0,2.85,102.0,59.83
58.0,Male,5.5,15591.0,61.0,,1.0,1.71,48.0,85.37
73.0,Female,8.4,15730.0,106.0,3164.0,1.0,2.3,79.0,85.42
63.0,Female,6.5,7342.0,,3083.0,6.0,1.43,31.0,58.97
53.0,Female,6.0,9351.0,83.0,2720.0,9.0,3.0,102.0,66.36
68.0,Other,8.6,2914.0,77.0,1792.0,9.0,1.34,44.0,48.15
45.0,Male,7.6,7098.0,80.0,3496.0,9.0,2.59,117.0,73.45
74.0,Male,5.6,5202.0,96.0,1445.0,4.0,2.89,115.0,55.18
61.0,Male,5.2,16434.0,96.0,2165.0,5.0,1.76,32.0,62.13
55.0,,8.3,2999.0,84.0,3059.0,9.0,1.6,53.0,54.17
69.0,Male,6.8,6909.0,109.0,2757.0,9.0,1.98,118.0,52.53
47.0,Male,4.8,9279.0,65.0,3138.0,5.0,1.48,12.0,55.0
59.0,Male,4.5,17625.0,76.0,3086.0,5.0,2.21,86.0,83.52
34.0,Male,5.3,14931.0,86.0,3467.0,1.0,1.46,67.0,81.28
72.0,Male,5.2,16930.0,61.0,2536.0,2.0,1.51,72.0,79.73
53.0,Female,4.1,6410.0,80.0,3206.0,6.0,,74.0,63.16
62.0,Male,5.4,5701.0,100.0,1742.0,6.0,2.53,65.0,52.71
44.0,Female,5.6,10798.0,91.0,1782.0,6.0,1.89,44.0,57.38
67.0,Female,6.2,6922.0,93.0,1509.0,4.0,0.95,60.0,57.81
22.0,Female,9.0,1465.0,61.0,1849.0,3.0,2.92,127.0,69.38
24.0,Male,6.5,14844.0,60.0,1645.0,,1.79,9.0,57.29
46.0,Male,6.6,2793.0,77.0,3213.0,9.0,3.54,20.0,57.28
59.0,Female,7.5,4486.0,70.0,2488.0,10.0,2.01,7.0,55.17
64.0,Female,6.5,17046.0,52.0,2377.0,1.0,2.2,81.0,80.13
43.0,Male,7.3,13496.0,84.0,2807.0,4.0,1.8,43.0,76.07
55.0,Male,7.2,11993.0,95.0,2191.0,6.0,2.27,5.0,53.56
49.0,Female,7.0,3369.0,94.0,2655.0,3.0,4.53,26.0,60.11
72.0,Male,10.0,5413.0,57.0,1407.0,4.0,1.86,33.0,57.57
55.0,Female,8.0,4654.0,97.0,2968.0,2.0,2.99,11.0,71.71
41.0,Male,5.4,11974.0,74.0,3317.0,5.0,2.16,99.0,74.04
73.0,Male,7.3,9608.0,61.0,1485.0,9.0,2.92,3.0,45.8
24.0,Female,5.8,7257.0,79.0,1577.0,10.0,0.75,114.0,54.62
74.0,Male,,13730.0,64.0,1699.0,1.0,3.46,127.0,82.07
26.0,Female,5.0,14269.0,91.0,2737.0,7.0,2.34,119.0,64.6
34.0,Male,5.4,13622.0,95.0,3074.0,10.0,1.91,27.0,60.57
64.0,Male,7.2,2977.0,94.0,3210.0,8.0,2.73,29.0,50.69
59.0,Female,8.1,11429.0,58.0,3118.0,,2.2,128.0,93.5
73.0,Male,7.5,4728.0,72.0,2669.0,4.0,1.3,80.0,68.68
60.0,Male,7.9,5771.0,80.0,2945.0,8.0,0.7,70.0,58.79
54.0,Female,7.3,17635.0,109.0,2015.0,10.0,3.38,112.0,69.87
37.0,Female,7.0,8178.0,83.0,3039.0,3.0,1.94,24.0,68.01
18.0,Female,6.1,14431.0,89.0,1802.0,3.0,1.67,52.0,68.27
25.0,Male,7.9,5336.0,71.0,3519.0,3.0,1.73,18.0,78.95
34.0,Male,8.1,17535.0,69.0,1491.0,9.0,3.13,103.0,70.9
20.0,Female,6.7,5853.0,98.0,3477.0,2.0,1.76,26.0,61.9
46.0,Male,6.6,4257.0,,2413.0,4.0,2.55,17.0,58.6
62.0,Male,8.9,6630.0,55.0,2817.0,,,47.0,79.47
72.0,Female,6.8,4113.0,83.0,1751.0,10.0,1.22,73.0,46.86
45.0,Male,6.9,11260.0,97.0,2102.0,1.0,2.73,26.0,72.45
67.0,Male,7.4,3619.0,61.0,3296.0,6.0,2.87,117.0,70.38
74.0,Male,6.7,4687.0,89.0,1431.0,2.0,1.62,107.0,52.79
67.0,Male,5.7,12996.0,79.0,1821.0,5.0,2.07,119.0,66.05
44.0,Female,7.3,1915.0,81.0,2789.0,6.0,2.17,47.0,60.05
36.0,Female,6.7,8599.0,86.0,3169.0,7.0,2.41,50.0,66.3
73.0,Male,9.2,12833.0,102.0,2348.0,6.0,3.48,68.0,77.04
31.0,Male,7.8,8683.0,57.0,1592.0,5.0,1.87,118.0,70.12
41.0,Female,6.0,1566.0,63.0,1723.0,3.0,1.87,65.0,57.48
22.0,Male,7.7,3854.0,72.0,3358.0,9.0,1.98,50.0,64.32
63.0,Female,7.2,17509.0,98.0,1873.0,7.0,1.44,85.0,65.75
55.0,Female,8.5,14171.0,86.0,2673.0,7.0,0.89,17.0,63.23
22.0,Female,6.1,7084.0,62.0,3460.0,8.0,2.19,129.0,73.54
30.0,Male,7.0,15877.0,53.0,2226.0,3.0,2.47,89.0,81.18
49.0,Other,6.7,1310.0,109.0,1545.0,10.0,2.1,57.0,39.09
48.0,Male,6.9,1995.0,59.0,3188.0,10.0,2.06,11.0,51.43
63.0,Female,5.6,16061.0,53.0,3132.0,5.0,1.47,41.0,68.37
33.0,Female,7.5,12526.0,75.0,2832.0,3.0,2.28,74.0,84.93
70.0,Female,7.3,11276.0,84.0,3384.0,4.0,2.22,126.0,78.5
43.0,Female,8.5,6987.0,67.0,3106.0,4.0,2.43,63.0,84.7
64.0,Female,6.8,14932.0,61.0,2914.0,10.0,2.33,129.0,61.92
31.0,Male,6.3,11417.0,57.0,2133.0,3.0,2.38,67.0,77.31
20.0,Male,7.8,8508.0,75.0,1534.0,10.0,3.02,101.0,64.64
21.0,Female,5.8,7593.0,107.0,2997.0,3.0,2.5,12.0,60.84
39.0,Female,8.2,7150.0,60.0,3260.0,10.0,2.44,103.0,69.65
72.0,Male,8.2,10865.0,85.0,2929.0,10.0,0.88,31.0,59.05
20.0,Female,8.4,12207.0,63.0,2837.0,7.0,2.84,52.0,79.64
39.0,Female,7.3,14720.0,91.0,2980.0,2.0,1.89,42.0,73.95
24.0,,6.2,8020.0,55.0,2009.0,7.0,2.16,70.0,53.27
71.0,Male,6.9,5464.0,63.0,1657.0,10.0,1.21,79.0,48.73
56.0,Male,7.3,10544.0,52.0,2785.0,10.0,3.56,45.0,70.24
61.0,Male,6.1,11001.0,89.0,3474.0,5.0,0.7,7.0,51.69
58.0,Male,8.5,5867.0,93.0,1700.0,5.0,3.14,80.0,68.78
55.0,Male,7.6,2431.0,61.0,1556.0,4.0,2.4,54.0,61.09
62.0,Male,5.6,6788.0,78.0,2956.0,3.0,0.77,,68.96
18.0,Male,9.2,2385.0,69.0,2329.0,7.0,3.53,90.0,61.36
67.0,Female,6.9,2580.0,54.0,3386.0,10.0,2.46,48.0,46.7
60.0,Male,5.4,17427.0,54.0,2438.0,3.0,0.7,6.0,60.13
60.0,Other,5.7,14327.0,106.0,2547.0,9.0,1.8,69.0,60.6
40.0,Female,8.7,1795.0,89.0,1535.0,1.0,2.47,103.0,61.55
63.0,Female,9.2,7060.0,90.0,3494.0,1.0,3.3,100.0,76.28
39.0,Other,8.1,5477.0,69.0,2128.0,10.0,1.81,43.0,50.32
20.0,Female,8.5,17579.0,67.0,2363.0,2.0,0.7,27.0,67.88
69.0,Male,8.4,8552.0,98.0,2784.0,5.0,3.12,9.0,56.5
31.0,Female,7.5,5563.0,77.0,3286.0,9.0,2.45,79.0,66.5
23.0,Male,7.2,11863.0,57.0,3149.0,4.0,0.7,34.0,70.37
53.0,Female,7.5,9180.0,80.0,3102.0,4.0,2.34,100.0,86.27
31.0,Female,7.8,4346.0,82.0,1632.0,1.0,2.41,77.0,72.92
66.0,Male,5.8,6332.0,85.0,1594.0,7.0,1.87,6.0,39.22
43.0,Male,7.8,3339.0,83.0,3228.0,4.0,1.52,89.0,69.54
18.0,Other,8.7,12857.0,101.0,3407.0,2.0,1.67,32.0,78.79
72.0,Male,6.5,17507.0,66.0,2772.0,5.0,1.87,113.0,75.8
47.0,Male,6.4,14780.0,86.0,3402.0,2.0,2.35,3.0,67.89
32.0,Male,7.4,7505.0,103.0,2098.0,9.0,2.65,47.0,57.69
56.0,Female,6.0,,108.0,2173.0,8.0,0.7,0.0,36.05
48.0,Female,5.1,2222.0,107.0,1774.0,10.0,2.28,82.0,35.09
19.0,Female,8.3,7364.0,94.0,3145.0,10.0,2.44,62.0,62.67
61.0,Male,6.2,1738.0,58.0,2872.0,9.0,2.22,69.0,50.11
40.0,Male,6.8,13711.0,109.0,1894.0,6.0,1.82,91.0,63.38
57.0,Male,6.0,16475.0,53.0,3598.0,2.0,3.09,116.0,79.91
69.0,Male,8.5,4416.0,83.0,1466.0,1.0,3.04,49.0,63.76
52.0,Female,7.9,12522.0,77.0,3094.0,1.0,1.84,74.0,86.92
56.0,Female,6.5,11271.0,91.0,1857.0,3.0,2.04,80.0,71.71
32.0,Male,5.3,8219.0,97.0,3124.0,9.0,2.64,114.0,58.96
31.0,Female,6.3,13524.0,94.0,2464.0,3.0,3.0,24.0,75.88
41.0,Male,7.5,,65.0,1914.0,1.0,1.53,68.0,85.44
66.0,Female,7.0,5723.0,95.0,1527.0,10.0,1.37,108.0,45.31
,Female,6.9,14614.0,95.0,2766.0,5.0,2.29,36.0,60.48
37.0,Female,7.1,12215.0,53.0,1752.0,5.0,1.31,47.0,67.4
62.0,Female,7.8,6449.0,88.0,2389.0,4.0,0.74,58.0,57.87
66.0,Other,6.7,13551.0,59.0,3490.0,10.0,1.53,91.0,66.42
69.0,Male,7.4,11962.0,84.0,3352.0,4.0,2.39,87.0,93.49
35.0,Male,5.5,3172.0,65.0,2486.0,9.0,3.19,16.0,42.01
58.0,Male,10.0,3994.0,72.0,3009.0,10.0,1.6,26.0,55.72
51.0,Female,6.4,6641.0,67.0,3210.0,5.0,2.01,106.0,71.97
43.0,Female,7.1,1945.0,102.0,2734.0,8.0,2.21,87.0,54.25
40.0,Female,7.5,8025.0,104.0,,1.0,1.65,67.0,71.66
24.0,Female,6.3,8954.0,98.0,3185.0,8.0,1.59,54.0,65.7
33.0,Male,6.8,14236.0,93.0,1594.0,10.0,2.33,126.0,63.37
49.0,Female,6.8,4081.0,73.0,2549.0,2.0,1.26,114.0,68.56
68.0,Female,5.6,10734.0,60.0,3117.0,1.0,1.56,52.0,80.63
67.0,Male,7.4,,84.0,2655.0,1.0,1.96,45.0,81.1
28.0,Male,,8752.0,76.0,2167.0,9.0,2.33,113.0,63.06
56.0,Male,9.1,16443.0,68.0,2315.0,3.0,1.04,44.0,77.44
22.0,Male,,6555.0,66.0,2411.0,5.0,2.01,53.0,68.37
56.0,Female,7.6,8053.0,61.0,3036.0,4.0,1.2,119.0,73.52
37.0,Female,4.5,1268.0,100.0,3582.0,4.0,1.62,14.0,49.1
43.0,Female,5.8,8100.0,70.0,3112.0,2.0,2.65,91.0,80.6
58.0,Male,8.6,1539.0,105.0,2096.0,5.0,2.05,89.0,56.79
42.0,Female,10.0,17728.0,90.0,1644.0,10.0,3.27,49.0,68.92
64.0,Female,8.4,5239.0,61.0,2440.0,4.0,2.05,23.0,57.5
48.0,Male,8.1,14844.0,55.0,3287.0,9.0,2.78,111.0,75.71
74.0,Female,7.5,3160.0,76.0,2796.0,7.0,2.66,103.0,65.93
54.0,Male,5.7,5807.0,56.0,2107.0,8.0,2.09,111.0,56.58
34.0,Male,8.1,3209.0,107.0,1595.0,6.0,1.18,43.0,40.24
62.0,Male,5.4,7394.0,104.0,1954.0,4.0,2.03,125.0,57.22
41.0,Male,5.2,11326.0,90.0,2976.0,3.0,1.73,98.0,82.93
48.0,Female,5.1,8253.0,68.0,2873.0,3.0,1.7,31.0,67.23
,Male,8.1,11371.0,102.0,2393.0,6.0,2.21,62.0,73.41
24.0,Male,6.7,14746.0,89.0,2134.0,5.0,1.09,41.0,68.81
50.0,Male,6.9,1952.0,72.0,1785.0,5.0,1.49,69.0,58.6
28.0,Male,6.8,8328.0,103.0,3539.0,4.0,1.39,24.0,60.81
74.0,Male,5.3,11178.0,64.0,2347.0,10.0,1.92,95.0,61.38
66.0,Male,5.9,9993.0,84.0,3087.0,7.0,1.56,59.0,64.09
57.0,Female,6.0,3649.0,92.0,2413.0,9.0,1.61,86.0,43.28
59.0,Male,5.0,4671.0,104.0,2652.0,10.0,2.19,83.0,48.44
51.0,Female,6.1,7537.0,59.0,2809.0,7.0,1.79,86.0,65.7
21.0,Male,5.4,12142.0,68.0,2182.0,1.0,2.1,98.0,88.54
40.0,Female,7.6,17826.0,100.0,3461.0,10.0,1.32,85.0,64.16
46.0,Female,7.7,7389.0,80.0,2406.0,5.0,1.52,67.0,69.96
70.0,Male,5.1,9969.0,95.0,3083.0,4.0,3.53,76.0,75.32
30.0,Male,6.4,6348.0,96.0,3415.0,5.0,1.61,82.0,69.97
46.0,Other,9.2,1774.0,69.0,2241.0,1.0,0.7,104.0,70.95
37.0,Male,5.5,7892.0,71.0,1914.0,7.0,2.34,61.0,68.87
25.0,Female,7.4,7040.0,80.0,3533.0,1.0,1.6,39.0,73.54
23.0,Male,6.9,3728.0,53.0,3128.0,8.0,2.27,32.0,64.99
38.0,Male,8.2,12471.0,98.0,3139.0,9.0,2.04,23.0,66.74
22.0,Female,7.2,5542.0,58.0,3481.0,5.0,2.48,78.0,79.51
21.0,Female,6.2,4973.0,106.0,1461.0,4.0,2.03,95.0,49.83
37.0,Male,6.9,7739.0,97.0,3478.0,7.0,1.94,41.0,49.6
29.0,Female,6.9,17402.0,72.0,1656.0,9.0,2.9,70.0,71.16
49.0,Female,6.7,11891.0,56.0,1719.0,1.0,0.7,48.0,68.18
19.0,Male,5.1,8344.0,97.0,1879.0,5.0,1.17,117.0,55.1
35.0,Male,8.4,14987.0,78.0,1649.0,4.0,1.52,117.0,80.93
43.0,Male,8.2,1554.0,63.0,1583.0,1.0,0.92,125.0,71.45
72.0,Male,5.4,6858.0,76.0,1675.0,1.0,1.76,111.0,68.57
54.0,Female,6.4,10281.0,104.0,2467.0,6.0,1.7,112.0,66.63
68.0,Male,6.5,9409.0,91.0,2219.0,8.0,2.78,72.0,65.99
37.0,Male,5.3,12559.0,91.0,2149.0,6.0,2.04,71.0,73.55
43.0,Female,4.4,12989.0,81.0,1778.0,3.0,1.95,39.0,70.1
41.0,Female,,8860.0,60.0,3540.0,5.0,1.83,98.0,74.21
68.0,Female,6.3,16817.0,107.0,2131.0,10.0,1.36,41.0,51.92
72.0,Female,4.9,16793.0,94.0,2440.0,9.0,2.72,43.0,56.09
72.0,Male,7.0,9182.0,81.0,1712.0,2.0,2.95,122.0,78.66
60.0,Female,8.3,16352.0,93.0,1866.0,7.0,1.25,1.0,51.04
46.0,Male,7.9,11966.0,73.0,1915.0,7.0,3.23,15.0,70.3
48.0,Male,6.6,3534.0,95.0,3535.0,4.0,1.63,101.0,56.02
73.0,Male,4.4,3208.0,108.0,1787.0,4.0,1.57,89.0,42.7
34.0,Female,7.7,2543.0,72.0,2530.0,8.0,2.43,101.0,63.02
37.0,Female,7.0,4758.0,52.0,2597.0,10.0,2.49,60.0,65.71
69.0,Male,7.4,6446.0,94.0,1560.0,4.0,2.05,1.0,42.07
40.0,Female,9.3,2361.0,101.0,2172.0,,1.86,38.0,39.35
31.0,Female,5.7,11416.0,99.0,1577.0,9.0,2.92,112.0,59.51
49.0,Male,3.5,8108.0,108.0,1784.0,1.0,1.66,86.0,57.34
36.0,Female,5.4,11306.0,72.0,2885.0,3.0,2.05,,74.99
68.0,Male,7.4,9651.0,105.0,2650.0,5.0,3.29,1.0,58.57
69.0,Other,6.8,5763.0,64.0,2488.0,7.0,1.16,41.0,57.17
35.0,Male,5.2,11530.0,86.0,1869.0,3.0,1.78,89.0,65.06
48.0,Male,5.0,17178.0,103.0,2773.0,5.0,2.82,2.0,56.49
74.0,Male,6.3,6521.0,105.0,3390.0,1.0,2.47,58.0,70.93
60.0,Male,5.2,6363.0,88.0,3269.0,2.0,2.73,113.0,70.85
30.0,Female,7.5,9870.0,83.0,1781.0,5.0,1.17,21.0,60.41
51.0,Female,6.3,14710.0,78.0,2899.0,7.0,2.32,9.0,66.43
53.0,Male,6.0,10128.0,102.0,1936.0,5.0,1.9,82.0,61.1
55.0,Female,5.8,15177.0,103.0,3295.0,4.0,3.69,30.0,73.53
19.0,Female,7.1,2444.0,65.0,2440.0,5.0,2.67,23.0,55.27
35.0,Female,6.9,2853.0,59.0,3033.0,7.0,2.08,70.0,61.48
66.0,Female,7.1,8026.0,99.0,2586.0,8.0,2.3,78.0,59.63
31.0,Male,7.0,5106.0,99.0,2883.0,6.0,2.14,106.0,57.82
35.0,Male,6.7,1590.0,57.0,3456.0,1.0,2.59,,59.97
36.0,Female,5.5,4815.0,80.0,1696.0,1.0,1.5,101.0,67.15
28.0,,5.9,5754.0,81.0,3387.0,4.0,3.06,87.0,76.05
26.0,Female,6.3,16650.0,54.0,2462.0,3.0,1.17,88.0,79.94
37.0,Female,9.5,14342.0,90.0,1712.0,6.0,2.24,31.0,61.04
67.0,Male,5.0,7098.0,108.0,2352.0,8.0,1.52,107.0,48.07
18.0,Female,6.3,17295.0,64.0,1522.0,3.0,2.13,16.0,70.41
34.0,Male,6.9,15252.0,97.0,2589.0,5.0,2.79,89.0,79.34
21.0,Male,6.4,5410.0,56.0,2439.0,3.0,0.9,17.0,56.32
50.0,Male,8.2,9230.0,64.0,2260.0,5.0,1.98,82.0,73.84
32.0,Male,6.4,16684.0,84.0,2377.0,4.0,1.09,58.0,69.39
63.0,Other,6.5,8881.0,105.0,2764.0,1.0,1.9,21.0,59.86
51.0,Male,7.9,7431.0,103.0,3218.0,7.0,1.09,25.0,54.06
62.0,Female,9.2,16377.0,106.0,2263.0,4.0,2.21,57.0,66.6
54.0,Female,,12295.0,109.0,1437.0,8.0,1.8,47.0,53.59
42.0,Female,6.6,8607.0,98.0,2626.0,7.0,2.62,58.0,66.82
67.0,Female,6.7,15811.0,73.0,3478.0,2.0,2.96,56.0,88.89
45.0,Male,6.9,13713.0,59.0,2268.0,9.0,2.11,2.0,48.18
,Male,7.0,7043.0,99.0,1669.0,1.0,2.73,55.0,67.78
74.0,Male,5.7,8329.0,62.0,3383.0,6.0,3.07,52.0,74.12
51.0,Male,8.0,1996.0,82.0,2322.0,9.0,1.45,50.0,49.82
56.0,Female,7.1,2911.0,95.0,2221.0,6.0,3.1,29.0,53.89
32.0,Female,6.7,17233.0,54.0,2049.0,6.0,2.07,25.0,63.89
64.0,Male,5.1,2091.0,105.0,3008.0,5.0,1.42,11.0,41.01
56.0,Male,6.9,15257.0,69.0,1720.0,1.0,,81.0,87.23
,Female,4.3,4698.0,64.0,2750.0,7.0,2.05,71.0,64.87
33.0,Female,6.0,10298.0,73.0,2167.0,10.0,1.12,105.0,66.28
62.0,Male,6.1,13334.0,78.0,2248.0,8.0,1.33,30.0,59.77
44.0,Female,7.2,17851.0,78.0,1874.0,1.0,3.25,53.0,92.09
28.0,Female,9.2,7477.0,60.0,3176.0,3.0,2.3,24.0,76.7
27.0,Female,7.5,16741.0,62.0,2397.0,9.0,3.14,122.0,73.4
50.0,Male,8.7,8829.0,79.0,3440.0,8.0,1.81,102.0,75.43
36.0,Female,7.6,15767.0,65.0,3221.0,4.0,1.54,19.0,73.21
23.0,Male,8.3,2911.0,89.0,3073.0,3.0,0.92,105.0,69.93
42.0,Male,9.2,5703.0,104.0,2390.0,5.0,2.78,120.0,68.42
55.0,Female,5.8,11667.0,53.0,3486.0,1.0,2.39,85.0,84.26
36.0,Female,5.8,13062.0,54.0,2686.0,1.0,1.81,128.0,83.08
72.0,Male,7.7,14697.0,89.0,2359.0,1.0,1.55,24.0,66.08
62.0,Female,6.8,7213.0,53.0,2164.0,9.0,2.89,37.0,48.57
47.0,Male,7.1,11694.0,89.0,3410.0,1.0,1.98,82.0,90.92
71.0,Female,6.5,11628.0,80.0,1959.0,6.0,1.98,69.0,72.98
